modelId,layer,feature,description,explanationModelName,typeName
gemma-2-2b,13-gemmascope-res-16k,1042,css properties related to layout and spacing,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1054, themes related to film critique and analysis,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1056,references to solutions and problem-solving contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1065,references to planning and strategic approaches in discussions,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1071," instances of the letters ""di"" at the beginning of words",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1079,phrases and terms related to functionality and usability in an application context,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1088,"references to methods, techniques, or results related to scientific studies",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1095,"instances of the word ""length"" and its related forms and usages",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1105, mentions of stock and inventory,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1110,references to reviews or summative evaluations of scientific literature,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1122, elements related to game state and entity management in a programming context,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1138,military actions and commands related to troop movements and battles,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1132, words and phrases related to legal or procedural contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1142,actions related to shutting down or controlling systems or processes,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1144, function definitions and method invocations,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1158,references to regions or locations related to health or environmental studies,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1161, dates and days of the week,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1170," occurrences of the word ""start"" and related phrases indicating initiation or beginning actions",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1188,specific names or titles associated with individuals and organizations,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1189, patterns related to numeric values and calculations,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1196, markers and symbols commonly used in programming and markup languages,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1210,references to google products and services,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1213,elements and attributes related to android app structure and user interface design,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1217,specific citations and documentation related to authors and research processes,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1226,"terms related to screen dimensions, captures, and playwriting",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1255, words and phrases related to christianity and christian doctrine,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1269,terms related to mental health disorders and their implications,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1274,words related to transportation and transformation processes,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1280,references to brands and branding concepts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1288, numerical values and their sequences,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1302,phrases that indicate relationships and variations in context,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1313,terms and phrases related to women's reproductive health and menstrual issues,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1333, equality comparisons in a programming context,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1347, references to chemical compounds and their interactions,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1351,references to names and name changes,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1354,references to common libraries and imports in code,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1363,special mathematical expressions or symbols used in equations,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1381, references to time periods and intervals,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1400, phrases related to inclusion and connection,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1411,html tags and formatting elements,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1419," instances of the word ""speak"" and its variations",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1430, locations and geographical references,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1446,references to offices and office-related terminology,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1450,technical terms related to data extraction and processing,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1463,code-related keywords and programming function identifiers,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1477,terminology related to results or outcomes in a variety of contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1504,references to functions and their definitions in programming contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1516,"specific entities, proper nouns, and contextually significant terms within the text",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1541,references to places and people's origins or hometowns,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1542,events related to death and destruction,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1545,references to academic research papers or theses,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1553, phrases indicating associations or relationships between elements,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1559,structured data elements within a code or markup context,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1561, the start of a new section or important content like headings in the document,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1571, occurrences of the dollar sign symbol '$',gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1572,financial terms and metrics related to corporate liquidity and inventory management,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1580,terms and phrases related to editing and modification,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1583,"code syntax elements such as semicolons, parentheses, and conditional statements",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1592, phrases that express varying degrees of measurement or valuation,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1616, mathematical terminologies and concepts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1657,quantitative data related to disease cases and demographics,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1671,"concepts related to beliefs, philosophy, and epistemology",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1673, programming methods and functions related to data operations,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1697, punctuations and their varying usages within a sentence,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1700,references to political strategies and actions related to regime change and immigration discussions,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1701, html code elements,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1711,words and phrases indicating significance or greatness,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1719,questions about definitions and categorizations in various contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1729,expressions of satisfaction or complacency in various contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1734, concepts related to market dynamics and competition strategy,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1758,package declarations in code,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1769,modifiers indicating excessiveness or limitation,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1771,terminology related to products and experiences,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1782,markup or coding elements from a web page,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1793," instances of the keyword ""try""",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1796,"instances of the word ""engage"" and its variations, indicating a focus on participation or involvement in activities",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1800,specific gene or genomic terminology and references,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1819,conditional statements and control flow operations in code,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1823,words associated with emotional experiences and self-reflection,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1843,specific numeric values or references to data points in the document,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1860,specific statistical reports and surveys related to employment trends and public opinion,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1870,"medical terminology and descriptions, particularly related to diagnoses and treatments",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1880, numeric data and timestamps,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1899,references to authors and their works,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1922,"instances of the word ""try"" in various contexts",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1932,references to academic publications and proceedings,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1947, programming code or technical specifications,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1953,"academic disciplines and fields of study, especially related to higher education",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1960,references to programming functions and their implementations,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1977,inquiries and questions posed within the text,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,2003,declarations of the 'final' keyword in programming code,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,2012, mathematical expressions and symbols related to functions and equations,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,2016, keywords and elements related to code structure and html tags,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,2022,specific references to players and their performance in sports contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,2078,numerical values and statistical data,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,2079,expressions of opinion or belief,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,2083,mathematical variables and equations related to algebraic expressions,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,2106,"references to study protocols, inclusion/exclusion criteria, and research methodology",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,2118, terminologies related to governance and accountability,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,2125,"references to the subject pronoun ""it.""",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,2141,technical terms related to scientific processes and methodologies,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,2164,programming-related function declarations and initializations,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,2188,legal terms and concepts related to citizenship and judicial processes,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,2193,specific terms related to tests and methodologies in scientific studies,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,2214, curly braces in code,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,2233,references to startups and entrepreneurial activities,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,2246," phrases involving the concept of standing up, whether literally or metaphorically, particularly in contexts of support, resistance, or solidarity",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,2251,"instances of the word ""gem"" and its variations, indicating a focus on valuable or noteworthy items or concepts",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,2281,x-related terms often associated with scientific degrees and measurements,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,2308,words related to improving or increasing effectiveness,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,2338,"references to time, particularly specific years and seasons",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,2343,the beginning of sentences or paragraphs,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,2355, occurrences of prepositions in various contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,2369," mentions of the word ""apply"" and related variations in various contexts",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,2386, descriptors and properties related to the size and characteristics of components in biological or chemical contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,2401,simple past tense verbs and their forms,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,2419,"terms related to ""pre"" and ""post"" activities, particularly in contexts involving medical or procedural processes",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,2443,mentions of involvement or participation in activities or discussions,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,2452,mentions of awards and recognitions in relation to organizations or individuals,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,2457, mentions of procedures and protocols in various contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,2461,specific coding elements and their attributes in programming or markup languages,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,2483, sql-related commands and operations within code snippets,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,2505,information related to technical specifications and their implications in various contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,2550,details regarding study participation and selection bias,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,2558, instances of structured data or entries likely in a tabular format,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,2578,"code-related strings and identifiers, particularly focusing on variables and functions",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,2598, programming syntax and function calls related to data processing and manipulation,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,2604,calls to action and elements related to user engagement or support,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,2625,indicative words and phrases related to legal or procedural outcomes,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,2631,references and citations in a bibliography,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,2674,formal requests or statements made by organizations or individuals,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,2662,references to commitments and decisions in a professional context,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,2680, instances of special tokens or specific data structures,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,2691,numerical values and time-related data in the text,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,2704, the presence of structured data or code blocks,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,2710,phrases indicating logical reasoning or arguments relating to implications,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,2722,expressions of gratitude,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,2723,details related to property management and contact information,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,2743,the presence of significant activation markers or indicators in a data set,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,2750,phrases emphasizing significant or notable instances,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,2760,references to tables and their attributes in the text,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,2775, contrasting statements or ideas,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,2778,connections and relationships between people and their actions,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,2791,method calls related to setting and getting properties,gpt-4o-mini,oai_token-act-pair
